schema,runId,runIndex,repIndex,wantId,pressCUsed,baseDampUsed,busThreshUsed,ampB,ampD,ampSum,tick,tMs,lateByMs,basin,sumAbsFlux,meanAbsP,maxAbsEdgeFlux,maxEdgeIndex,maxEdgeFrom,maxEdgeTo,maxEdgeFlux,concentration,flux_114_89,flux_114_79,flux_136_89,flux_136_79
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,43,8600,0.0,90,136.626857,1.396664,1.289239,511,82,23,1.289239,0.009436,-0.022977,-0.015451,0.294625,0.303543
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,44,8800,0.0,90,134.891353,1.374266,1.292118,149,90,78,1.292118,0.009579,-0.018623,-0.010801,0.292835,0.302116
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,45,9000,0.0,90,132.668550,1.354191,1.370435,152,90,13,1.370435,0.010330,-0.011074,-0.002798,0.283746,0.293581
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,46,9200,0.0,90,133.491305,1.336177,1.436507,152,90,13,1.436507,0.010761,-0.001570,0.007230,0.267654,0.278127
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,47,9400,0.0,90,136.250109,1.319655,1.485767,152,90,13,1.485767,0.010905,0.009268,0.018464,0.245541,0.256498
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,48,9600,0.0,90,142.309776,1.304346,1.555179,169,90,79,1.555179,0.010928,0.021268,0.030577,0.218703,0.229804
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,49,9800,0.0,90,149.155412,1.287264,1.586820,169,90,79,1.586820,0.010639,0.034230,0.043374,0.183857,0.194766
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,50,10000,0.0,90,148.451325,1.268144,1.486872,169,90,79,1.486872,0.010016,0.047666,0.056518,0.134189,0.144746
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,51,10200,0.0,90,137.083862,1.244123,1.259312,511,82,23,1.259312,0.009186,0.060654,0.069257,0.073521,0.083773
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,52,10400,0.0,82,115.687841,1.211855,1.269915,511,82,23,1.269915,0.010977,0.071826,0.080281,0.007906,0.017968
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,53,10600,0.0,82,92.021208,1.173621,1.291283,511,82,23,1.291283,0.014032,0.079532,0.087851,-0.055110,-0.045224
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,54,10800,0.0,82,88.308437,1.124996,1.307709,511,82,23,1.307709,0.014808,0.082126,0.090158,-0.108255,-0.098723
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,55,11000,0.0,90,104.066839,1.069264,1.305040,511,82,23,1.305040,0.012540,0.078536,0.086001,-0.146091,-0.137240
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,56,11200,0.0,90,106.645221,1.008452,1.284112,511,82,23,1.284112,0.012041,0.068849,0.075473,-0.165619,-0.157772
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,57,11400,0.0,90,96.699855,0.946120,1.258647,511,82,23,1.258647,0.013016,0.054546,0.060200,-0.166458,-0.159763
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,58,11600,0.0,90,77.729545,0.886490,1.237643,511,82,23,1.237643,0.015922,0.038174,0.042943,-0.150604,-0.144957
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,59,11800,0.0,90,55.014299,0.833291,1.215931,511,82,23,1.215931,0.022102,0.022519,0.026662,-0.122097,-0.117186
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-47-947Z_r00066_rep7_want82_simul_ampB4.000_ampD5.650,66,7,82,2.0,5.0,0.5,4.0,5.65,9.65,60,12000,0.0,90,36.456542,0.788818,1.184083,511,82,23,1.184083,0.032479,0.009715,0.013548,-0.086497,-0.081943
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,0,0,0.0,90,1111.587296,3.536136,6.937833,536,82,19,6.937833,0.006241,0.336421,0.332480,-0.386280,-0.390994
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,1,200,0.0,90,1141.511359,3.545028,7.441090,536,82,19,7.441090,0.006519,0.409512,0.405222,-0.239350,-0.244468
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,2,400,0.0,90,1149.110232,3.549942,7.708180,536,82,19,7.708180,0.006708,0.466174,0.461456,-0.127487,-0.133105
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,3,600,0.0,90,1110.190442,3.527486,7.472013,536,82,19,7.472013,0.006730,0.507896,0.502762,-0.046008,-0.052111
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,4,800,0.0,90,966.537104,3.506043,6.092096,536,82,19,6.092096,0.006303,0.536548,0.531113,0.010339,0.003889
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,5,1000,0.0,90,832.416653,3.488704,5.190613,181,90,128,5.190613,0.006236,0.554267,0.548736,0.047697,0.041146
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,6,1200,0.0,90,715.371685,3.457409,5.132598,181,90,128,5.132598,0.007175,0.562820,0.557480,0.071305,0.064992
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,7,1400,0.0,90,613.480327,3.413995,5.090951,181,90,128,5.090951,0.008298,0.563492,0.558678,0.085161,0.079489
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,8,1600,0.0,90,542.049092,3.359929,5.067233,181,90,128,5.067233,0.009348,0.557147,0.553210,0.092210,0.087593
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,9,1800,0.0,90,558.132441,3.301799,5.062379,181,90,128,5.062379,0.009070,0.544330,0.541587,0.094534,0.091345
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,10,2000,0.0,90,577.313355,3.250131,5.076384,181,90,128,5.076384,0.008793,0.525375,0.524063,0.093338,0.091855
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,11,2200,0.0,90,574.813537,3.188812,5.107515,181,90,128,5.107515,0.008886,0.500546,0.500783,0.088713,0.089070
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,12,2400,0.0,90,567.429809,3.126398,5.152658,181,90,128,5.152658,0.009081,0.470351,0.472116,0.080066,0.082231
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,13,2600,0.0,90,568.666529,3.066085,5.208242,181,90,128,5.208242,0.009159,0.435813,0.438961,0.066822,0.070619
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,14,2800,0.0,90,575.195981,3.013690,5.270878,181,90,128,5.270878,0.009164,0.398546,0.402858,0.048828,0.053992
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,15,3000,0.0,90,581.659459,2.986847,5.306816,181,90,128,5.306816,0.009124,0.360557,0.365792,0.020392,0.026635
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,16,3200,0.0,90,580.703431,2.955999,5.297952,181,90,128,5.297952,0.009123,0.323585,0.329485,-0.023135,-0.016122
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,17,3400,0.0,90,574.966289,2.921388,5.241971,181,90,128,5.241971,0.009117,0.288753,0.295025,-0.082869,-0.075434
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,18,3600,0.0,90,569.080964,2.890162,5.136823,181,90,128,5.136823,0.009027,0.256710,0.263029,-0.158462,-0.150983
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,19,3800,0.0,90,556.161810,2.857807,4.979470,181,90,128,4.979470,0.008953,0.227867,0.233913,-0.247344,-0.240193
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,20,4000,0.0,90,533.118104,2.821798,4.764651,181,90,128,4.764651,0.008937,0.202609,0.208110,-0.343898,-0.337392
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,21,4200,0.0,90,505.574468,2.783815,4.484626,181,90,128,4.484626,0.008870,0.181385,0.186164,-0.439702,-0.434044
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,22,4400,0.0,90,474.299097,2.744112,4.129238,181,90,128,4.129238,0.008706,0.164642,0.168650,-0.525150,-0.520394
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,23,4600,0.0,90,437.942944,2.701123,3.685899,181,90,128,3.685899,0.008416,0.152662,0.155984,-0.591763,-0.587807
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,24,4800,0.0,90,394.213978,2.652253,3.149628,511,82,23,3.149628,0.007990,0.145381,0.148223,-0.634018,-0.630624
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,25,5000,0.0,90,342.689759,2.595848,3.075042,511,82,23,3.075042,0.008973,0.142285,0.144925,-0.649902,-0.646741
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,26,5200,0.0,90,283.936021,2.532314,2.974527,511,82,23,2.974527,0.010476,0.142393,0.145132,-0.640264,-0.636982
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,27,5400,0.0,82,219.737231,2.461280,2.937916,511,82,23,2.937916,0.013370,0.144318,0.147419,-0.607626,-0.603914
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,28,5600,0.0,82,213.170678,2.382241,2.977599,511,82,23,2.977599,0.013968,0.146357,0.149989,-0.555342,-0.551002
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,29,5800,0.0,82,233.790422,2.295967,3.052124,511,82,23,3.052124,0.013055,0.146645,0.150852,-0.487446,-0.482426
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,30,6000,0.0,90,235.133688,2.202945,3.110870,511,82,23,3.110870,0.013230,0.143464,0.148167,-0.408573,-0.402970
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,31,6200,0.0,90,219.656862,2.105561,3.109959,511,82,23,3.109959,0.014158,0.135726,0.140766,-0.323517,-0.317523
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,32,6400,0.0,90,192.382354,2.008428,2.986250,511,82,23,2.986250,0.015522,0.123402,0.128604,-0.236557,-0.230380
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,33,6600,0.0,90,158.321764,1.913641,2.769664,511,82,23,2.769664,0.017494,0.107605,0.112758,-0.151068,-0.144960
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,34,6800,0.0,90,123.178033,1.825812,2.557339,511,82,23,2.557339,0.020761,0.090176,0.095027,-0.069728,-0.063992
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,35,7000,0.0,90,90.451233,1.746314,2.393610,511,82,23,2.393610,0.026463,0.072810,0.077187,0.006442,0.011601
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,36,7200,0.0,90,63.139651,1.676044,2.255981,511,82,23,2.255981,0.035730,0.056263,0.060236,0.076707,0.081373
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,37,7400,0.0,90,63.178616,1.615282,2.102734,511,82,23,2.102734,0.033282,0.040257,0.044191,0.138747,0.143359
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,38,7600,0.0,90,84.801654,1.563112,1.906845,511,82,23,1.906845,0.022486,0.024233,0.028636,0.190049,0.195217
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,39,7800,0.0,90,103.180492,1.518868,1.686944,511,82,23,1.686944,0.016349,0.008373,0.013626,0.229522,0.235703
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,40,8000,0.0,90,118.674534,1.481663,1.505270,511,82,23,1.505270,0.012684,-0.005990,0.000182,0.258012,0.265292
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,41,8200,0.0,90,129.279215,1.449608,1.395686,511,82,23,1.395686,0.010796,-0.016876,-0.010000,0.277425,0.285552
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,42,8400,0.0,90,134.917774,1.421539,1.336829,511,82,23,1.336829,0.009908,-0.022678,-0.015395,0.289416,0.298035
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,43,8600,0.0,90,136.626857,1.396664,1.289239,511,82,23,1.289239,0.009436,-0.022977,-0.015451,0.294625,0.303543
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,44,8800,0.0,90,134.891353,1.374266,1.292118,149,90,78,1.292118,0.009579,-0.018623,-0.010801,0.292835,0.302116
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,45,9000,0.0,90,132.668550,1.354191,1.370435,152,90,13,1.370435,0.010330,-0.011074,-0.002798,0.283746,0.293581
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,46,9200,0.0,90,133.491305,1.336177,1.436507,152,90,13,1.436507,0.010761,-0.001570,0.007230,0.267654,0.278127
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,47,9400,0.0,90,136.250109,1.319655,1.485767,152,90,13,1.485767,0.010905,0.009268,0.018464,0.245541,0.256498
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,48,9600,0.0,90,142.309776,1.304346,1.555179,169,90,79,1.555179,0.010928,0.021268,0.030577,0.218703,0.229804
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,49,9800,0.0,90,149.155412,1.287264,1.586820,169,90,79,1.586820,0.010639,0.034230,0.043374,0.183857,0.194766
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,50,10000,0.0,90,148.451325,1.268144,1.486872,169,90,79,1.486872,0.010016,0.047666,0.056518,0.134189,0.144746
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,51,10200,0.0,90,137.083862,1.244123,1.259312,511,82,23,1.259312,0.009186,0.060654,0.069257,0.073521,0.083773
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,52,10400,0.0,82,115.687841,1.211855,1.269915,511,82,23,1.269915,0.010977,0.071826,0.080281,0.007906,0.017968
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,53,10600,0.0,82,92.021208,1.173621,1.291283,511,82,23,1.291283,0.014032,0.079532,0.087851,-0.055110,-0.045224
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,54,10800,0.0,82,88.308437,1.124996,1.307709,511,82,23,1.307709,0.014808,0.082126,0.090158,-0.108255,-0.098723
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,55,11000,0.0,90,104.066839,1.069264,1.305040,511,82,23,1.305040,0.012540,0.078536,0.086001,-0.146091,-0.137240
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,56,11200,0.0,90,106.645221,1.008452,1.284112,511,82,23,1.284112,0.012041,0.068849,0.075473,-0.165619,-0.157772
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,57,11400,0.0,90,96.699855,0.946120,1.258647,511,82,23,1.258647,0.013016,0.054546,0.060200,-0.166458,-0.159763
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,58,11600,0.0,90,77.729545,0.886490,1.237643,511,82,23,1.237643,0.015922,0.038174,0.042943,-0.150604,-0.144957
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,59,11800,0.0,90,55.014299,0.833291,1.215931,511,82,23,1.215931,0.022102,0.022519,0.026662,-0.122097,-0.117186
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-49-559Z_r00067_rep8_want82_simul_ampB4.000_ampD5.650,67,8,82,2.0,5.0,0.5,4.0,5.65,9.65,60,12000,0.0,90,36.456542,0.788818,1.184083,511,82,23,1.184083,0.032479,0.009715,0.013548,-0.086497,-0.081943
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-51-186Z_r00068_rep9_want82_simul_ampB4.000_ampD5.650,68,9,82,2.0,5.0,0.5,4.0,5.65,9.65,0,0,0.0,90,1111.587296,3.536136,6.937833,536,82,19,6.937833,0.006241,0.336421,0.332480,-0.386280,-0.390994
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-51-186Z_r00068_rep9_want82_simul_ampB4.000_ampD5.650,68,9,82,2.0,5.0,0.5,4.0,5.65,9.65,1,200,0.0,90,1141.511359,3.545028,7.441090,536,82,19,7.441090,0.006519,0.409512,0.405222,-0.239350,-0.244468
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-51-186Z_r00068_rep9_want82_simul_ampB4.000_ampD5.650,68,9,82,2.0,5.0,0.5,4.0,5.65,9.65,2,400,0.0,90,1149.110232,3.549942,7.708180,536,82,19,7.708180,0.006708,0.466174,0.461456,-0.127487,-0.133105
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-51-186Z_r00068_rep9_want82_simul_ampB4.000_ampD5.650,68,9,82,2.0,5.0,0.5,4.0,5.65,9.65,3,600,0.0,90,1110.190442,3.527486,7.472013,536,82,19,7.472013,0.006730,0.507896,0.502762,-0.046008,-0.052111
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-51-186Z_r00068_rep9_want82_simul_ampB4.000_ampD5.650,68,9,82,2.0,5.0,0.5,4.0,5.65,9.65,4,800,0.0,90,966.537104,3.506043,6.092096,536,82,19,6.092096,0.006303,0.536548,0.531113,0.010339,0.003889
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-47-51-186Z_r00068_rep9_want82_simul_ampB4.000_ampD5.650,68,9,82,2.0,5.0,0.5,4.0,5.65,9.65,5,1000,0.0,90,832.416653,3.488704,5.190613,181,90,128,5.190613,0.006236,0.554267,0.548736,0.047697,0.041146
